0	1	0
10.998	1	0
21.498	1	0.972887033181204
32.998	1	0.634517990112362
42.998	1	0.359286239966223
54.498	1	0.135410806204705
66.498	1	0
77.498	1	0
87.998	1	0
99.998	1	0
112	1	1.82519024601725
124	1	1.32778739441871
134.5	1	0.923196430270439
146	1	0.594099305587004
156.5	1	0
167.5	1	0
177.5	1	1.74496362980959
189	1	1.26253050275133
199	1	0.870116017417613
210.5	1	0.550923325906763
222.5	1	0.291289754461771
233.5	1	0.0801019885320156
244.5	1	-0.0916796197945888
254.5	1	0
265	1	0.654935986640849
275	1	0.37589438138497
286.5	1	0.148919984786465
297.5	1	0
307.5	1	0
318.5	1	0
330	1	1.29250498464753
342	1	0.944051220385451
354	1	0.666690356712911
365	1	0
375.5	1	1.27466082000684
387.5	1	0.953832129226816
397.5	1	0
409	1	1.49768589738387
420.5	1	0
430.5	1	0
440.5	1	0
452	1	0
462.5	1	2.29707243041358
474.5	1	1.83405985058867
485	1	1.46351604377196
495.5	1	0
506	1	0
518	1	2.56306068343758
529	1	2.08078590574765
540	1	1.69457409224225
