2.9681	1	1
14.216	1	1
26.385	1	1
35.984	1	1
47.873	1	1
58.44	1	1
68.576	1	1
78.16	1	1
88.992	1	1
100.94	1	1
112.94	1	1
124.8	1	1
136.78	1	1
146.63	1	1
159.28	1	1
170.35	1	1
182.43	1	1
193.37	1	1
205.53	1	1
216.18	1	1
227.32	1	1
238.94	1	1
249.74	1	1
259.93	1	1
270.78	1	1
281.15	1	1
291.27	1	1
300.66	1	1
312.14	1	1
322.77	1	1
333.01	1	1
342.94	1	1
353.77	1	1
365.3	1	1
376.74	1	1
387.49	1	1
400.08	1	1
411.21	1	1
421.34	1	1
431.46	1	1
442.62	1	1
453.29	1	1
464.65	1	1
475.98	1	1
487.12	1	1
498.72	1	1
510.18	1	1
520.38	1	1
530.04	1	1
541.37	1	1
