2.8533	1	0
12.639	1	1
23.639	1	1.89906280480301
34.81	1	0
45.27	1	0
56.869	1	0
67.585	1	0
79.051	1	1.76892253789185
89.937	1	0
99.978	1	0
111.35	1	2.09383413418781
122.31	1	0
132.45	1	0
142.42	1	2.32995550957165
154.96	1	3.09477633550171
166.01	1	3.78239829243414
176.31	1	0
185.85	1	0
196.42	1	0
209.1	1	0
219.86	1	2.87523510026513
231.46	1	3.58501693371243
243.47	1	0
255.09	1	3.7968819207828
266.49	1	4.41363530920482
278.98	1	0
289.65	1	0
300.05	1	0
311.95	1	0
321.85	1	1.34697476059637
331.92	1	2.21101490626063
342.38	1	0
354.39	1	0
364.26	1	0
374.74	1	0
385.72	1	0
395.97	1	0
407.77	1	0
418.28	1	0
429.9	1	0
441.63	1	0.754968027983137
453.72	1	0
463.96	1	0
475.14	1	1.35696805681264
488.1	1	0
498.12	1	0
508.26	1	0
519.58	1	0
530.58	1	0
540.54	1	0
