0	1	0
11	1	0
23	1	1
34.5	1	0.986402807423659
45	1	0.972990498493277
57	1	1.95976055931031
69	1	1.93311331758186
80.5	1	1.90682840353081
91.5	1	0.880900890517962
101.5	1	0.868923111468919
112.5	1	0.857108196588244
123	1	0.845453931380473
133.5	1	0.833958131461069
145	1	-0.177381357853012
157	1	-0.174969469370832
167	1	-1.17259037580082
177.5	1	-1.15664643864789
189.5	1	-1.14091929427886
199.5	1	-2.12540599492048
211	1	-2.09650644030464
221	1	-3.06799983849828
231.5	1	-3.02628365387004
242	1	-2.98513469223774
253.5	1	-3.94454524096106
265	1	-3.89091049969363
276	1	-4.83800504033199
286.5	1	-4.77222175411329
297.5	1	-4.70733293590561
309.5	1	-3.64332642345515
321.5	1	-3.59378741245696
332	1	-3.54492199293135
342	1	-3.49672100592536
352	1	-2.44917541702206
362	1	-2.41587350722357
373.5	1	-2.38302440990577
385.5	1	-1.35062196809017
396	1	-1.33225730109221
408	1	-1.31414234200802
418.5	1	-0.296273695511015
429.5	1	-0.292245205017847
441	1	-0.288271490685707
452	1	0.715648192287415
462	1	0.705917385999973
472	1	0.696318891359545
483.5	1	-0.313149090700815
494.5	1	-0.30889114220945
506	1	-0.304691089863703
518	1	-1.30054814643853
529	1	-1.2828643428366
540	1	-2.26542098931773
