2.5325	1	0
14.862	1	1
26.929	1	0
37.879	1	0
49.453	1	0
59.556	1	0
71.032	1	0
81.696	1	0
92.824	1	0
105.22	1	0
115.29	1	0
127.63	1	0
137.77	1	0
148.42	1	0
160.55	1	0
170.46	1	0
181.88	1	0
192.42	1	0
204.1	1	0
214.49	1	0
225.34	1	0
235.43	1	0
246.9	1	0
256.46	1	0
266.89	1	0
277.93	1	0
288.39	1	0
298.34	1	0
309.37	1	0
319.76	1	0
332.27	1	1.52750972170518
342.46	1	0
352.15	1	1.3204524990505
363.51	1	0
374.46	1	0
385.7	1	0
397.21	1	0
407.43	1	0
419.54	1	0
431.07	1	0
442.94	1	0
454.27	1	0
465.5	1	0
477.61	1	0
488.71	1	0
498.34	1	0
508.65	1	0
521.07	1	0
530.97	1	0
541.06	1	0
