3.047	1	1
13.967	1	1
25.287	1	1
36.805	1	1
48.029	1	1
60.037	1	1
70.63	1	1
80.806	1	1
90.82	1	1
101	1	1
112.93	1	1
123.24	1	1
135.06	1	1
147.21	1	1
156.9	1	1
166.24	1	1
178.23	1	1
189.78	1	1
201.8	1	1
211.2	1	1
221.47	1	1
233.01	1	1
245.16	1	1
256.58	1	1
268.83	1	1
278.2	1	1
289.67	1	1
300.87	1	1
313.42	1	1
323.03	1	1
336.08	1	1
346.76	1	1
357.05	1	1
367.23	1	1
378.91	1	1
389.94	1	1
399.37	1	1
410.1	1	1
421.84	1	1
431.52	1	1
443.27	1	1
452.95	1	1
463.21	1	1
474.87	1	1
486.6	1	1
496.79	1	1
508.5	1	1
519.06	1	1
530.14	1	1
541.93	1	1
