2.4465	1	1
13.728	1	1
23.893	1	1
34.62	1	1
46.024	1	1
58.178	1	1
69.166	1	1
79.122	1	1
88.889	1	1
100.34	1	1
111.82	1	1
122.01	1	1
132.32	1	1
143.18	1	1
154.37	1	1
165.16	1	1
176.81	1	1
187.2	1	1
197.42	1	1
208.53	1	1
219.79	1	1
230.09	1	1
241.2	1	1
251.26	1	1
261.78	1	1
273.27	1	1
285.42	1	1
295.98	1	1
306.7	1	1
316.71	1	1
327.67	1	1
340.21	1	1
351.93	1	1
363.62	1	1
375.23	1	1
387.64	1	1
398.16	1	1
410.07	1	1
420.16	1	1
430.81	1	1
440.72	1	1
452.24	1	1
464.17	1	1
475.65	1	1
486.63	1	1
497.25	1	1
507.65	1	1
517.62	1	1
529.24	1	1
541.09	1	1
