2.7634	1	1
12.852	1	1
24.069	1	1
36.557	1	1
47.519	1	1
60.37	1	1
69.315	1	1
81.811	1	1
92.378	1	1
103.14	1	1
113.35	1	1
122.83	1	1
133.33	1	1
144.88	1	1
155.75	1	1
167.89	1	1
179.03	1	1
190.31	1	1
200.2	1	1
211.38	1	1
222.52	1	1
232.97	1	1
243.01	1	1
253.02	1	1
263.02	1	1
274.55	1	1
285.98	1	1
297.5	1	1
307.96	1	1
319.32	1	1
331.12	1	1
343.18	1	1
354.82	1	1
364.42	1	1
376.35	1	1
387.86	1	1
399.78	1	1
410.88	1	1
422.12	1	1
433.26	1	1
443.54	1	1
453.15	1	1
462.91	1	1
473.65	1	1
486.4	1	1
497.09	1	1
507.46	1	1
518.41	1	1
530.43	1	1
540.9	1	1
