0	1	0
10.498	1	0
20.998	1	0
31.998	1	0
42.998	1	0
54.506	1	0
66.506	1	0
78.006	1	0
88.506	1	1
100.51	1	1
112.51	1	1
123.51	1	1
134.51	1	1
146.01	1	1
158.01	1	1
169.01	1	1
179.51	1	1
190.01	1	1
201.01	1	1
211.01	1	1
221.01	1	1
233.01	1	1
243.01	1	1
253.01	1	1
264.51	1	1
276.01	1	1
287.51	1	1
298.51	1	1
310.51	1	0
320.51	1	0
331.01	1	0
341.01	1	0
352.01	1	0
362.01	1	0
373.51	1	0
384.01	1	0
395.51	1	0
407.51	1	1
419.51	1	1
431.01	1	1
441.01	1	1
451.01	1	1
462.51	1	1
473.01	1	1
483.51	1	1
495.51	1	1
506.51	1	1
518.51	1	1
528.51	1	1
539.01	1	1
