2.7728	1	0
12.927	1	0
24.423	1	0
35.678	1	0.98462783095548
45.694	1	1.96925185378017
55.408	1	2.93849995889744
66.808	1	3.89261225709055
78.198	1	0
88.732	1	3.7563711865056
99.98	1	4.69771158354714
110.9	1	0
119.88	1	0
131.66	1	0
142.73	1	0
154.04	1	0
164.79	1	0
176.73	1	0
188.04	1	0
198.28	1	0
210.39	1	0
222.64	1	0
232.37	1	0
242.72	1	0
252.98	1	0
264.33	1	0
276.95	1	4.4416106849422
287.78	1	5.37225036181686
299.45	1	0
308.49	1	0
319.11	1	4.10910831240633
330.29	1	0
341.39	1	3.96615841909261
351.97	1	4.90422277253828
363.51	1	0
373.84	1	0
386.21	1	0
398.38	1	0
409.46	1	0
421.68	1	0
431.94	1	0
443.31	1	0
454.8	1	0
464.63	1	0
476.33	1	0
487	1	0
498.49	1	0
508.79	1	0
519.67	1	0
532.14	1	0
542.51	1	0
