0	1	1
10.498	1	1
20.998	1	1
31.998	1	1
42.998	1	1
54.506	1	1
66.506	1	1
78.006	1	1
88.506	1	0
100.51	1	0
112.51	1	0
123.51	1	0
134.51	1	0
146.01	1	0
158.01	1	0
169.01	1	0
179.51	1	0
190.01	1	0
201.01	1	0
211.01	1	0
221.01	1	0
233.01	1	0
243.01	1	0
253.01	1	0
264.51	1	0
276.01	1	0
287.51	1	0
298.51	1	0
310.51	1	1
320.51	1	1
331.01	1	1
341.01	1	1
352.01	1	1
362.01	1	1
373.51	1	1
384.01	1	1
395.51	1	1
407.51	1	0
419.51	1	0
431.01	1	0
441.01	1	0
451.01	1	0
462.51	1	0
473.01	1	0
483.51	1	0
495.51	1	0
506.51	1	0
518.51	1	0
528.51	1	0
539.01	1	0
